pos1,pos2,count,mi
n,x,9486,0.5386340458513353
n,n,7478,-0.12080397841031837
v,n,5865,0.04519100306642167
x,v,5669,0.4555690112400761
n,v,5274,-0.1061430643690566
v,x,4981,0.12578593286343345
x,n,4511,-0.39249378589486744
v,v,3245,-0.29030581292807783
x,x,2644,-0.8469282680662336
m,m,2196,2.675243206784544
uj,n,1985,0.9558727457526658
n,vn,1918,0.39454471640374933
d,v,1886,1.294120372528571
vn,n,1763,0.28117087798418733
vn,x,1651,0.502769150617559
a,n,1624,0.46469567319580823
p,n,1494,0.5881722928297923
m,n,1369,-0.3161610698442519
n,uj,1366,0.39929286351369386
x,p,1365,0.9676227500898764
x,d,1321,0.7189092664915162
m,x,1283,-0.09347171897217359
ns,n,1200,0.5326921128675216
x,m,1163,-0.03844130625950553
v,vn,1069,0.067720193525147
v,a,1032,0.31949612013487044
n,d,1003,-0.13591497179739725
x,ns,978,0.7290336166263901
a,x,963,0.027042370894386717
v,m,948,-0.2743324720696933
x,r,904,1.2659922622716073
x,nr,872,0.7400664363009338
n,p,858,-0.1597440258720592
n,c,810,0.710413805812406
n,nr,808,0.17257821662153558
vn,v,774,-0.38804031115671367
nr,x,771,0.3869026299689245
x,a,769,-0.1638923140913287
n,a,764,-0.6308186516716732
a,v,760,-0.11236882162354987
c,n,747,0.5965641441648678
l,x,711,1.1448837775738585
nr,n,688,-0.09371029228430718
i,x,656,1.4874045864384338
v,uj,643,-0.1712576330294114
v,d,639,-0.2698323970435455
v,p,630,-0.0888535005652877
n,m,620,-1.403467660112753
m,v,617,-0.9475253079178636
v,ns,612,0.11173177113157981
x,vn,582,-0.8684515680518313
nr,v,576,0.1683657684907775
f,x,569,0.905365145972801
n,f,567,0.5724412609804381
r,n,567,0.08359719750276212
r,v,522,0.4827140831652878
d,n,519,-1.0858186738235154
p,v,509,-0.4468544798488789
v,ul,506,2.2072205418090385
nrfg,n,498,1.4671809365854025
t,x,493,0.7583723081539427
a,uj,482,1.6850409217326838
uj,v,462,-0.6288856908267263
x,nt,458,1.1929268959256352
v,r,446,0.30571416654149564
d,a,443,1.4667467409346875
c,v,443,0.3611784139655194
ns,x,428,-0.6383689641869169
nt,n,427,0.5327488491483935
x,t,419,0.7987364328559304
n,l,383,-0.06355828479509087
ns,ns,369,2.1584187467204137
vn,vn,367,0.4953888171613238
ns,v,356,-0.701977332627091
v,nr,353,-0.5055925484400406
x,l,345,0.24320906259974992
x,i,344,0.7030589840978663
vn,uj,342,0.8879984630419937
u,n,332,0.9612900068554453
f,v,326,0.3039336448918714
n,ns,323,-1.3267820612861851
x,c,321,-0.1674194271830116
n,u,321,0.8956202457365654
uj,a,319,1.0993553220482803
p,ns,315,1.6694841967162115
v,c,314,-0.14022719864891625
x,nrfg,312,1.4754445393834144
v,f,285,0.09657078950935115
v,l,280,0.0010404946439564143
j,n,276,0.18488296477571944
b,n,273,0.7865482758123654
ad,v,273,1.624704625496834
l,n,264,-0.6007184797273986
d,x,262,-1.7556957736036503
x,j,262,0.5878244378542848
d,p,258,0.9904807241387408
m,t,245,1.8212254936712182
t,n,234,-0.6329974356808598
nz,x,230,0.35088391311023653
uj,vn,228,0.3122379135411929
x,ad,224,1.266817283425875
n,i,223,-0.3798212483381935
t,v,215,-0.2367534916399337
x,nz,214,0.4101256019756615
d,d,213,0.5125200899033515
uj,m,212,0.03851857716704165
a,a,210,0.29459852823782007
p,m,209,0.060215661002934476
v,nz,207,0.42114653983861144
x,f,203,-0.4519123691223481
a,vn,203,-0.056905881150086074
m,a,201,-0.30302285536215745
p,a,199,0.4608257351452694
n,r,197,-1.3896502583414705
nz,vn,195,2.2748319945292823
nr,vn,195,0.5657537124173112
v,i,187,-0.11731034395182369
n,j,187,-0.35621948144979537
d,m,186,-0.2566019221918678
f,n,185,-1.031828862857764
v,nt,181,-0.08743003832333197
r,d,180,1.311465240749117
ul,n,174,0.16771393543867646
uj,x,174,-2.2398164233886306
j,x,172,-0.1810861102600565
l,v,171,-0.708844270165084
m,d,171,-0.43399541435734446
d,vn,170,-0.21762002038958858
v,t,167,-0.4693647416045976
ns,m,167,-0.002773616272810297
nt,x,164,-0.5315007788137177
p,r,164,1.3782985211292793
vn,a,162,-0.3818026238903043
vn,d,160,-0.2974979145897229
nz,n,160,-0.4889686699870718
vn,c,156,0.82063277983516
x,uj,153,-2.3015456844294784
n,b,150,-0.09225911023305387
v,uz,148,2.166922840867167
n,nz,148,-0.579403396450802
r,vn,147,0.6144630630510032
nt,v,146,-0.49710303755720947
r,x,145,-1.567408010384237
s,n,142,0.2888096721306525
p,vn,139,-0.35945262158183167
i,uj,138,1.8948782410503138
n,t,136,-1.2821225372473484
p,x,136,-2.5530386716688103
c,vn,134,0.5960873474875088
j,v,134,-0.33913648750980696
t,m,132,0.850680632975686
ns,nr,128,0.8074808905098685
uj,ns,122,0.25875510957360903
i,v,120,-0.7611316355765566
r,m,119,0.14085870474997336
c,a,119,0.7274107292446398
uj,nr,119,0.39937468516851715
f,uj,118,1.2922245554798555
ns,uj,117,0.14702997144713567
m,uj,116,-0.9042949764824889
uj,l,116,1.2034123163983568
p,nt,114,1.7615463386482086
l,uj,112,1.1350341524638423
nrfg,v,110,-0.19304546792314872
m,j,107,1.092525978230051
v,j,106,-0.6586771423551948
m,q,106,2.6008945945630293
v,b,106,-0.07664100174669759
r,uj,105,0.6234296197187461
p,d,104,-0.3731325499594432
x,b,104,-0.16312270493357592
v,u,103,-0.22779236978348125
ul,x,102,-0.28651359139826066
ul,m,102,1.7068444504429408
s,x,101,0.11356466241806029
vd,v,101,1.783341974854901
q,n,99,0.2610176552780764
p,nr,99,0.17617194825839264
n,nt,98,-1.4890824257103672
q,x,98,0.5626615063539704
n,s,97,-0.2570666408120771
ns,vn,96,-0.6327656312530976
v,nrfg,96,-0.16599421199290623
vn,m,95,-1.6231416041235498
nr,uj,94,0.007405634183322703
ad,n,93,-0.4473095183498573
m,p,92,-1.1268429741482562
x,s,92,0.12409785071207462
n,an,88,0.41814855028973225
m,vn,88,-1.7972377368107484
i,n,88,-1.7270064265826484
b,v,88,-0.32836143243531946
t,uj,84,0.8617470970065864
p,nrfg,84,2.1572929599547024
nr,d,82,-0.279203170509412
p,l,81,0.7275397304736191
m,ns,80,-1.0860713879264121
v,s,79,-0.03668239040306386
nr,nr,79,0.28741316932892585
vn,f,78,0.19723340783295037
nt,ns,78,1.4071271266785286
b,x,77,-0.7231316973722901
d,j,77,1.2475039314445606
r,p,77,0.2878416841523169
l,vn,77,0.10007238726315473
vn,p,76,-1.1700554969955266
uj,d,76,-0.86790316097516
v,ad,76,-0.23360915842337235
p,s,75,2.4042878018057188
ns,d,75,-0.584088015273569
t,d,74,0.5893110822235947
x,zg,74,0.7889714790149287
u,v,73,-0.7055090515765922
a,m,73,-1.701167016227854
s,v,72,-0.17259663189684715
uj,r,72,0.1484131116352983
nz,v,71,-1.1427338313348818
n,nrfg,71,-1.1177259376284185
ns,a,70,-0.7858503061223275
p,t,70,0.7921462327563209
d,uj,69,-1.0240931159111366
c,x,69,-2.523585204805905
p,f,69,0.5662093871254205
u,m,68,0.9833620856403567
an,x,68,0.3531548014130306
d,i,67,0.7691993742863653
nr,p,67,-0.3692229856317503
ns,p,66,-0.5670695873730234
m,f,66,-0.2761966114370018
c,p,66,0.1806567016309669
r,a,64,-0.2826144728784016
p,nz,64,1.2435918322292905
uj,nt,64,0.8863979181652571
n,k,63,1.6087549603685214
a,d,63,-1.3401404486305424
f,d,63,0.2972894719847493
x,vd,63,1.0410330465237654
v,ud,62,1.8822220077326106
nr,c,62,0.4720977057093762
zg,x,61,0.3860905172291517
ul,a,61,1.4365010317139002
f,m,61,-0.32282431692969316
c,ns,61,0.3094053672268943
n,ad,61,-1.0673156787231093
vn,u,60,0.9626762071552737
c,m,60,-0.731861024134354
an,v,58,0.3257981422848383
a,ns,58,-1.015590930573419
nt,m,58,-0.03771374646302806
m,eng,57,3.3864619339362374
a,p,57,-1.283087358927744
nr,m,56,-1.4029714560473043
d,l,54,-0.006040032469488485
a,nr,54,-0.9421452736876718
nr,ns,54,-0.4380192265345593
v,q,54,-0.10979494658399909
zg,n,53,-0.13301699281083054
uj,t,52,0.32104452763423713
m,nr,52,-1.5310206148228311
d,nr,52,-0.9013622159020757
nz,uj,51,0.8343204065891519
n,q,51,-0.7087734511950102
l,c,51,1.0651891851945494
j,nt,51,2.6342323144119577
uz,n,50,0.10186913748816201
u,x,50,-1.4536026076764594
c,d,50,-0.42132422699073513
v,an,50,0.11908946584619792
nt,vn,50,-0.08308877504326662
nt,p,49,0.4940293045399937
ng,x,48,0.6553981694849137
b,vn,48,0.7571520812677749
t,f,48,1.496077415763588
nr,a,48,-1.1540192917041834
nrfg,a,48,0.8731347597995432
j,vn,48,0.13971945437281214
c,r,46,0.5527003239032837
eng,n,46,0.8400207595564307
b,nr,46,1.7209605590877537
n,vd,46,0.12979970142659494
j,m,46,-0.09043086706394017
z,x,45,0.6566161476415852
s,uj,44,1.571286000755358
v,zg,44,0.09795069878804735
d,r,44,-0.6684391270734589
an,n,44,-0.591167048240307
a,ul,43,0.9225758676769074
uv,v,43,1.6450543540194493
r,nr,43,-0.13373550459914094
d,ad,43,1.3120430705031936
uj,i,42,0.2017864625110948
nrt,x,42,0.26668795263641504
ns,f,41,0.07590249729642072
l,d,41,-0.40434072260885895
nr,l,41,0.18205882518011787
uj,b,41,1.0266643918799816
u,vn,41,0.4222010257807097
a,l,40,-0.5342302815535667
x,u,39,-1.6878916448692225
ul,v,39,-1.471411527512933
d,c,39,-0.7821307410102417
ad,x,39,-1.384775483555345
vn,nr,39,-1.7136361943355178
ns,j,38,0.6379277287462813
n,zg,38,-0.6300697508247023
uj,nz,37,0.4107867915400309
x,z,37,0.5479633795111339
ns,t,37,0.13298214377138987
uj,nrt,37,2.7647760956596916
nrt,n,37,-0.2324667315536908
vn,i,37,-0.48467292969705544
ns,nz,37,0.7137107601893259
z,uj,36,2.9911892552060175
p,i,36,0.021652447492856754
f,a,36,-0.6122920673706985
c,l,36,0.5660065803663823
r,ns,36,-0.5666144077087775
j,j,36,2.332410302370918
h,n,35,1.8652807119581687
nz,a,35,0.09937950663159771
c,nt,35,1.0663311927635089
ud,d,34,3.399251882930204
p,b,33,0.7557649129385614
nt,uj,33,-0.1881574616215531
n,z,32,-0.11900536377208261
r,r,32,-0.08606907096882688
t,vn,32,-1.0249637096101587
c,nr,32,-0.4447928204861413
vn,nz,32,-0.3022619091472589
vn,b,32,0.1655170522035578
u,a,31,0.32144014045646113
k,v,31,1.1211469781846084
d,ns,31,-1.824144773506144
ns,l,31,-0.3974483996930452
l,p,31,-0.6062534178020945
j,uj,31,0.003346647876515765
l,f,31,0.7235607816077194
nrfg,p,31,0.5460381858010792
i,c,31,0.805634707475836
m,l,31,-1.4363896231668374
nt,l,31,1.0933347674632174
n,ng,30,-0.3283678366594125
x,nrt,30,-0.07046148469730593
l,m,30,-1.428573334595837
ng,n,30,-0.3389643626680196
x,an,30,-0.6768770950847798
nt,c,30,0.7394236274453275
zg,m,30,1.3556018171159854
nr,u,29,0.8964374410239166
d,t,29,-0.6277730512830249
r,i,29,0.6028928536980942
x,q,29,-1.065702420384667
m,i,29,-1.0685672199645904
uj,ad,29,0.8501181668324094
vn,t,28,-1.075635603507591
t,a,28,-0.9150139786455945
ns,u,28,0.6696598373119944
ns,c,28,-0.8508952132618494
j,p,28,-0.031623699047963236
nt,a,28,-0.6169952338534276
q,v,27,-1.0950356486031945
vn,l,27,-1.4032765116240868
ns,nt,27,-0.05579061102197904
ul,r,27,1.4571965982240571
j,ns,27,0.1583143284493958
f,vn,27,-1.3299243755565022
r,l,26,-0.018686141749935645
q,uj,26,1.3048925828316496
a,c,26,-1.4623240835393698
nt,b,26,2.1632592412085474
ad,vn,26,0.19236983433730895
vn,j,26,-0.7160793702638469
nr,nz,25,0.32426511497705507
z,n,25,-0.5076713859536602
n,ul,25,-2.648433187529585
f,ns,25,-0.5922858153109745
ud,a,25,2.8534186141567455
uz,v,25,-0.37971504847696785
m,b,25,-0.42304867778787436
a,u,25,0.0016474386681062409
p,p,25,-2.2282730792878374
nrt,v,25,-0.2796480933730456
l,i,24,0.7483694876452933
ng,v,24,-0.1424766435205115
vn,ns,24,-2.590615062326461
nz,c,24,0.8119421781556281
m,ng,24,1.6038770016195611
zg,v,24,-0.7575591326180032
ad,p,24,0.68315704216015
t,p,24,-0.8337367836462254
p,j,24,-0.28570284630723325
c,i,24,0.44508179810677595
a,f,23,-1.2626012176256591
y,x,23,2.3128158722767167
x,ng,23,-0.2541810985566514
nz,nr,23,0.21627265932080675
t,l,23,0.3646816683411876
an,t,23,3.0926186449502078
nt,d,23,-0.798561582556175
v,ng,22,-0.2593104692115958
n,nrt,22,-0.975435839322794
r,q,22,2.0038658322998115
nrt,c,22,3.0553879637635624
v,z,21,-0.21017159657428428
nz,m,21,-1.108930673214177
s,vn,21,0.009778421058836124
a,i,21,-0.9998032352006189
n,uz,21,-1.1667294464020608
vn,r,21,-2.132789802086594
a,r,21,-1.8307841647399674
i,vn,21,-1.3157221767870795
j,d,21,-0.6481041973647804
r,c,20,-0.7038031902431987
b,uj,20,-0.011488940728034054
l,a,20,-1.5421912496374244
an,c,20,2.3092058703186638
r,t,19,-0.19602485822508225
c,j,19,0.38565401775027175
n,uv,19,-0.06875851816819142
uz,ns,19,2.0330087794453995
nr,i,19,-0.4635279475328306
nz,f,19,0.8515078188758476
s,i,19,2.195509652079545
i,a,19,-1.1575172772152944
d,nt,19,-0.9720334242948989
vd,n,19,-1.1453578084881786
d,nrt,18,1.6188888755693123
nr,r,18,-1.3725113890734526
ul,d,18,-0.22208468710883003
f,i,18,0.4152342640782251
a,t,18,-1.4110598867762563
uz,a,18,1.408931203716815
vn,zg,18,0.7785225901065171
i,p,18,-0.9318501728807506
m,ad,18,-0.5739550816773478
j,u,18,1.8047150023226122
v,vd,18,-0.7073209087690673
ns,b,18,0.1419613573535055
p,ad,18,0.20432057946535914
f,p,17,-1.3910846112268545
a,s,17,0.019083848530253866
ul,nr,17,0.31584074897851583
j,c,17,0.20169779155679549
c,nz,17,0.33944652481470555
ng,uj,17,1.8143997124658915
c,t,17,-0.24128209160323055
n,ug,17,0.37344131209317766
vd,vn,17,1.172575964972681
j,b,17,1.8319842827874422
mq,n,17,0.2874076360233323
nr,nrt,17,2.1218610705723306
nz,d,17,-0.8402140517651855
m,s,17,-0.5153437085825295
i,nrfg,17,1.622792473165781
v,nrt,17,-0.8308882722907137
eng,x,17,-0.27978772820994746
a,b,17,-0.4450144691994762
ad,uj,17,0.07378634128454135
m,nt,17,-1.7621564954089002
nr,f,16,-1.1054979766797088
t,r,16,-0.5258234987936242
nr,j,16,-0.4338482540553499
x,mq,16,0.6910264286029691
uz,m,16,0.767661616594934
d,an,16,0.8425482637395262
t,nr,16,-0.9997546871260362
t,ns,16,-1.1762938369758873
nt,r,16,-0.22780475400145697
l,r,16,-0.667573942615212
f,nrfg,16,1.1585573537613103
vg,x,16,0.4434790793779738
vd,j,16,3.6928414709992916
t,t,15,0.023183796115053473
x,eng,15,-0.3361950401320554
s,a,15,-0.17305359720444582
j,a,15,-1.235757641832866
d,f,15,-1.7840417362661811
z,v,15,-0.7262211660849962
nr,zg,15,1.4981590186223128
uz,x,15,-1.318805829637749
a,q,15,0.3142922927211318
s,d,15,-0.070826979906602
f,j,15,0.42980706516549777
ns,r,15,-1.8116973255492006
f,nz,15,0.5440642444231777
nr,t,14,-1.0929647691580018
vn,ul,14,-0.9983396023142128
nz,u,14,1.5548896500659195
d,b,14,-0.6298915465842395
r,s,14,0.8760084458874197
ud,v,14,-0.2456600940865703
b,b,14,2.16930899048967
n,vg,14,-0.058669700544607586
ul,vn,14,-0.9894761926983419
n,eng,14,-0.8932460913372362
f,l,14,-0.41137353376803315
q,d,14,0.3222358291149801
m,nz,14,-1.7273289068558118
p,vd,14,1.4460412617362288
m,c,14,-2.8898364367356413
i,d,14,-1.4958632513034322
ad,a,14,-0.3981201528392192
p,ng,14,1.6045450840987159
r,nt,14,-0.37080434093895104
v,vg,13,0.3509314399579184
m,ul,13,-1.3376767259968818
x,vg,13,0.2919304731931471
u,ns,13,-0.38624138806201036
uv,x,13,-0.28289586953613144
nrfg,x,13,-3.4760906503012907
ug,m,13,2.2100331817955814
a,uv,13,2.1723541768084345
f,nr,13,-1.3591631370947561
an,a,13,0.4308343058245535
ul,l,13,0.7696920252794797
b,p,13,-0.5211062760695122
k,d,12,2.1167172263429284
eng,v,12,-0.5801628817445557
v,k,12,-0.2670461179912009
ns,s,12,0.02109717436207957
nt,f,12,-0.20590383944424442
a,zg,12,0.4955657267319876
nr,s,12,0.19724870500403363
l,nr,12,-1.5565426302264678
vg,n,12,-0.2878490469411652
an,vn,12,0.012762279497657843
uz,r,12,2.0205141049052338
nz,p,12,-1.1412713932563954
q,ns,12,0.5436918542080003
uj,c,12,-2.376211603247592
j,nr,12,-0.8350715231430653
mq,v,12,0.3033231095290195
m,r,12,-3.172566643910355
nrt,nr,12,1.6466498716767437
a,nz,11,-1.5408246531633356
i,f,11,-0.3125293562759519
u,r,11,0.023220850616457935
x,ug,11,0.20292546713440177
uj,s,11,-0.40735767637107484
mq,x,11,-0.02433295954941482
q,f,11,1.5055697241424604
vd,p,11,1.1508091676024157
j,f,11,-0.049732803058456225
c,f,11,-1.0744915996803757
c,an,11,1.4589889959338505
x,h,11,0.6358848744105083
u,ng,11,3.799664496146374
nz,t,11,0.2681902095336622
c,s,11,0.6432925812822106
i,nt,11,0.15844203786026353
l,ns,10,-1.9961161859101124
k,n,10,-1.0295370513497748
uj,an,10,0.2708352145306302
s,nr,10,-0.0354018843484396
nr,uz,10,1.2321469129886233
x,ud,10,-0.8090471745316739
uj,f,10,-2.262645381083596
i,m,10,-2.5548612814510863
uj,j,10,-1.5909956584592369
nrfg,m,10,-1.8612442317138196
zg,b,10,3.129153581052885
p,nrt,10,0.9195092312363137
l,u,10,0.23524698868425992
ad,i,10,1.1439793514394625
c,b,10,0.04169073980254576
j,l,10,-0.2572315295666485
ul,ns,10,-0.6262331472343123
ns,q,9,0.08184036491593444
v,ug,9,-0.027580183295811522
v,uv,9,-0.6302446857504267
s,l,9,0.6534694216167218
ns,nrt,9,1.0281717001223494
tg,x,9,1.8437017002420804
q,vn,9,-0.7200155177051152
u,l,9,0.100657444499272
zg,a,9,0.08998080862934796
t,u,9,0.2249943390607977
i,uv,9,3.656041658879077
o,x,9,1.8437017002420804
a,nrfg,9,-1.308947565411669
nrfg,uj,9,-1.3501041645482754
s,m,9,-1.3813637770502207
ul,t,9,0.5143507968030601
d,nz,9,-1.7351004285503486
j,t,9,-0.1340611347893381
b,ns,9,-0.8092155453767975
r,nz,9,-0.6932987538084193
zg,vn,9,-0.2126140002776118
f,r,9,-1.4157466654611235
an,uj,9,0.09211816405679853
b,a,9,-1.3552906091041088
nt,nz,9,0.16496556315895078
ns,zg,9,0.5850418938141523
j,nz,9,0.4466674816285981
b,j,9,0.949842929265881
nr,vg,9,2.773166066122183
a,nt,9,-2.145266778104144
nz,i,9,0.16754782257786718
uv,p,8,1.7850366561793636
u,uv,8,4.25880527816523
ug,a,8,1.980938049334058
d,u,8,-1.5469779092986466
ug,ud,8,7.600694881968177
nz,ns,8,-1.4838284465860572
ug,f,8,3.614421865079689
i,i,8,-0.37791845920995665
vn,ad,8,-1.511458163353503
ul,p,8,-1.1905666895131692
nt,nr,8,-1.701735942333869
d,uv,8,1.5671453004753142
l,l,8,-1.3006307315374133
nt,i,8,-0.39682382446210807
nt,j,8,-0.11921661754104168
q,a,8,-0.5873457102404679
n,tg,7,1.1477811769228186
s,ns,7,-0.7265142070280488
zg,ns,7,0.2734857929719512
ng,d,7,0.4447198356399753
zg,nz,7,2.14680144687231
t,c,7,-1.658130790897754
j,nrt,7,2.4380867063635505
uv,n,7,-1.4922712926599149
ul,nrfg,7,1.253893038782939
k,x,7,-1.2278195971392376
p,an,7,-0.20147955198091833
u,nr,7,-1.1027870342956474
vn,q,7,-1.0872490181764087
q,q,7,3.047057898358052
ns,ng,7,0.8652106464298011
vn,s,7,-1.563029708009108
nz,r,7,-1.0260031863461898
zg,nr,7,0.4500249428218024
ns,an,7,0.059186010350167115
u,q,7,2.001647438668106
i,l,7,-1.0346012556139021
ad,d,7,-1.2958935355413752
ul,ad,7,1.5233130796300443
nt,u,7,0.16044300446825682
b,an,7,2.4491037228710395
u,b,6,0.8393760097692291
v,h,6,-0.17958327674086133
nr,ng,6,0.8189697557353076
nr,q,6,-0.3269706051632673
f,c,6,-1.9403713803440144
r,b,6,-0.8104822931787582
vn,uz,6,-0.4874895155271719
i,nr,6,-2.097868076360561
u,t,6,-0.20913156799952393
an,d,6,-0.5824162942975389
p,zg,6,-0.260586169238089
t,mq,6,3.304352130674082
ns,nrfg,6,-1.3893963997718164
ns,i,6,-2.302644490897214
d,zg,6,-0.40920343146004046
ul,i,6,0.11825252632109348
nz,nz,6,-0.025550291964542546
m,u,6,-2.5916738074982457
r,f,6,-2.0641681564116143
d,ug,6,1.7547723036510856
ad,an,6,2.5464518371841898
nrfg,d,6,-2.024638622902613
r,an,6,0.4693124392026117
vn,nt,6,-3.0322349161719266
r,j,6,-1.3925184337872551
nrt,vn,6,-0.37855915080737884
c,h,6,3.3447408244842185
vn,an,6,-0.9697257146939157
c,ad,6,-0.3722500699207214
c,nrt,6,1.1909354884051833
l,b,6,-0.39198716482514334
ud,i,5,2.5590168507183066
ng,ns,5,0.4031414548992014
ul,q,5,1.6547404755792923
a,ng,5,-0.12472984710144926
nrt,a,5,-0.33899874773421274
f,ul,5,-0.5443308715225367
x,ul,5,-4.512845904762681
d,ud,5,0.6172687799011507
l,t,5,-1.7035291484276907
uz,z,5,4.650176413097204
f,ad,5,-0.2500945105042225
uz,nr,5,0.2835485107390273
ud,n,5,-2.2495027352916823
ul,nz,5,0.24708250666604603
z,m,5,-0.5199508119595261
nrt,u,5,2.4384394905874713
t,ul,5,-0.4844827034127246
ug,x,5,-1.1618364832993495
ul,y,5,5.491842741030948
n,h,5,-0.9591340269936934
d,z,5,0.08675406320237077
r,vd,5,0.8537988470859648
n,y,5,-0.22216843282748705
v,mq,5,-0.9280445097448968
u,f,5,-0.677344259297421
nrfg,u,5,0.3875385922874334
a,ud,5,0.5220379380931787
p,z,5,0.23537132542432204
b,l,5,-0.6397989026716857
k,uj,5,0.9432547781423155
n,mq,5,-1.444560854163935
g,v,5,1.197829980681705
f,z,5,1.6289531420096908
an,an,5,3.2192870939306806
l,ad,5,-0.33199678621599815
uz,d,5,-0.3368390855402914
l,mq,5,2.8995672810187
f,q,5,0.3667597126152676
v,eng,5,-1.8621565740884398
nrt,ns,5,0.2070763159930989
c,nrfg,5,-0.9047045166016201
b,d,5,-2.1010608983612156
t,nz,5,-0.9810500881881667
u,d,5,-2.208601457745208
v,g,5,1.178870694171615
t,s,5,-0.049172809107619606
nr,b,5,-1.5298840185594904
vn,vd,5,-0.5852393068105626
u,uj,5,-2.119029500112027
f,an,5,0.7066754374342085
eng,m,5,-0.051964432731722965
r,ad,5,-0.7504919145696132
m,zg,5,-1.3018962362145898
yg,n,5,1.7948913840667708
nt,t,5,-1.2637599598139353
